,Frame,Alt,Speed
1043,06451,155.0,531.0
1044,06457,155.0,529.0
1045,06463,155.0,527.0
1046,06469,155.0,525.0
1047,06475,156.0,523.0
1048,06481,156.0,521.0
1049,06487,156.0,519.0
1050,06493,156.0,517.0
1051,06499,156.0,516.0
1052,06505,156.0,514.0
1053,06511,156.0,512.0
1054,06517,156.0,510.0
1055,06523,156.0,508.0
1056,06529,156.0,506.0
1057,06535,157.0,504.0
1058,06541,157.0,502.0
1059,06547,157.0,500.0
1060,06553,157.0,499.0
1061,06559,157.0,497.0
1062,06565,157.0,495.0
1063,06571,157.0,493.0
1064,06577,157.0,491.0
1065,06583,157.0,489.0
1066,06589,157.0,488.0
1067,06595,157.0,486.0
1068,06601,158.0,484.0
1069,06607,158.0,482.0
1070,06613,158.0,481.0
1071,06619,158.0,479.0
1072,06625,158.0,477.0
1073,06631,158.0,475.0
1074,06637,158.0,473.0
1075,06643,158.0,471.0
1076,06649,158.0,469.0
1077,06655,158.0,467.0
1078,06661,159.0,465.0
1079,06667,159.0,464.0
1080,06673,159.0,462.0
1081,06679,159.0,460.0
1082,06685,159.0,458.0
1083,06691,159.0,457.0
1084,06697,159.0,455.0
1085,06703,159.0,453.0
1086,06709,159.0,452.0
1087,06715,159.0,450.0
1088,06721,159.0,448.0
1089,06727,159.0,446.0
1090,06733,160.0,445.0
1091,06739,160.0,443.0
1092,06745,160.0,442.0
1093,06751,160.0,440.0
1094,06757,160.0,438.0
1095,06763,160.0,437.0
1096,06769,160.0,435.0
1097,06775,160.0,433.0
1098,06781,160.0,431.0
1099,06787,160.0,430.0
1100,06793,160.0,428.0
1101,06799,160.0,427.0
1102,06805,160.0,425.0
1103,06811,161.0,423.0
1104,06817,161.0,422.0
1105,06823,161.0,420.0
1106,06829,161.0,418.0
1107,06835,161.0,416.0
1108,06841,161.0,415.0
1109,06847,161.0,413.0
1110,06853,161.0,412.0
1111,06859,161.0,410.0
1112,06865,161.0,409.0
1113,06871,161.0,407.0
1114,06877,161.0,406.0
1115,06883,161.0,404.0
1116,06889,161.0,402.0
1117,06895,162.0,401.0
1118,06901,162.0,399.0
1119,06907,162.0,397.0
1120,06913,162.0,396.0
1121,06919,162.0,394.0
1122,06925,162.0,393.0
1123,06931,162.0,391.0
1124,06937,162.0,390.0
1125,06943,162.0,388.0
1126,06949,162.0,387.0
1127,06955,162.0,385.0
1128,06961,162.0,384.0
1129,06967,162.0,383.0
1130,06973,162.0,382.0
1131,06979,162.0,380.0
1132,06985,162.0,378.0
1133,06991,163.0,377.0
1134,06997,163.0,375.0
1135,07003,163.0,374.0
1136,07009,163.0,373.0
1137,07015,163.0,371.0
1138,07021,163.0,370.0
1139,07027,163.0,368.0
1140,07033,163.0,367.0
1141,07039,163.0,365.0
1142,07045,163.0,364.0
1143,07051,163.0,362.0
1144,07057,163.0,361.0
1145,07063,163.0,360.0
1146,07069,163.0,359.0
1147,07075,163.0,357.0
1148,07081,163.0,356.0
1149,07087,163.0,355.0
1150,07093,163.0,353.0
1151,07099,164.0,352.0
1152,07105,164.0,351.0
1153,07111,164.0,350.0
1154,07117,164.0,348.0
1155,07123,164.0,347.0
1156,07129,164.0,346.0
1157,07135,164.0,345.0
1158,07141,164.0,343.0
1159,07147,164.0,342.0
1160,07153,164.0,341.0
1161,07159,164.0,340.0
1162,07165,164.0,339.0
1163,07171,164.0,337.0
1164,07177,164.0,336.0
1165,07183,164.0,335.0
1166,07189,164.0,334.0
1167,07195,164.0,333.0
1168,07201,164.0,332.0
1169,07207,164.0,331.0
1170,07213,164.0,330.0
1171,07219,164.0,328.0
1172,07225,164.0,327.0
1173,07231,164.0,326.0
1174,07237,164.0,325.0
1175,07243,164.0,325.0
1176,07249,165.0,323.0
1177,07255,165.0,322.0
1178,07261,165.0,322.0
1179,07267,165.0,321.0
1180,07273,165.0,320.0
1181,07279,165.0,319.0
1182,07285,165.0,318.0
1183,07291,165.0,317.0
1184,07297,165.0,316.0
1185,07303,165.0,315.0
1186,07309,165.0,314.0
1187,07315,165.0,313.0
1188,07321,165.0,312.0
1189,07327,165.0,312.0
1190,07333,165.0,311.0
1191,07339,165.0,310.0
1192,07345,165.0,309.0
1193,07351,165.0,308.0
1194,07357,165.0,308.0
1195,07363,165.0,307.0
1196,07369,165.0,306.0
1197,07375,165.0,306.0
1198,07381,165.0,305.0
1199,07387,165.0,304.0
1200,07393,165.0,304.0
1201,07399,165.0,303.0
1202,07405,165.0,302.0
1203,07411,165.0,302.0
1204,07417,165.0,301.0
1205,07423,165.0,300.0
1206,07429,165.0,300.0
1207,07435,165.0,299.0
1208,07441,165.0,299.0
1209,07447,165.0,298.0
1210,07453,165.0,297.0
1211,07459,165.0,297.0
1212,07465,165.0,296.0
1213,07471,165.0,296.0
1214,07477,165.0,296.0
1215,07483,165.0,295.0
1216,07489,165.0,295.0
1217,07495,165.0,294.0
1218,07501,165.0,294.0
1219,07507,166.0,294.0
1220,07513,166.0,293.0
1221,07519,166.0,293.0
1222,07525,166.0,293.0
1223,07531,166.0,292.0
1224,07537,166.0,292.0
1225,07543,166.0,292.0
1226,07549,166.0,292.0
1227,07555,166.0,291.0
1228,07561,166.0,291.0
1229,07567,166.0,291.0
1230,07573,166.0,291.0
1231,07579,166.0,290.0
1232,07585,166.0,290.0
1233,07591,166.0,290.0
1234,07597,166.0,290.0
1235,07603,166.0,290.0
1236,07609,166.0,290.0
1237,07615,166.0,290.0
1238,07621,166.0,290.0
1239,07627,166.0,290.0
1240,07633,166.0,290.0
1241,07639,166.0,290.0
1242,07645,166.0,290.0
1243,07651,166.0,290.0
1244,07657,166.0,290.0
1245,07663,166.0,290.0
1246,07669,166.0,290.0
1247,07675,166.0,290.0
1248,07681,166.0,290.0
1249,07687,166.0,290.0
1250,07693,166.0,291.0
1251,07699,166.0,291.0
1252,07705,166.0,291.0
1253,07711,166.0,291.0
1254,07717,166.0,292.0
1255,07723,166.0,292.0
1256,07729,166.0,292.0
1257,07735,166.0,292.0
1258,07741,166.0,293.0
1259,07747,166.0,293.0
1260,07753,165.0,293.0
1261,07759,165.0,294.0
1262,07765,165.0,294.0
1263,07771,165.0,294.0
1264,07777,165.0,295.0
1265,07783,165.0,295.0
1266,07789,165.0,295.0
1267,07795,165.0,296.0
1268,07801,165.0,296.0
1269,07807,165.0,297.0
1270,07813,165.0,297.0
1271,07819,165.0,298.0
1272,07825,165.0,298.0
1273,07831,165.0,299.0
1274,07837,165.0,300.0
1275,07843,165.0,300.0
1276,07849,165.0,301.0
1277,07855,165.0,301.0
1278,07861,165.0,302.0
1279,07867,165.0,303.0
1280,07873,165.0,303.0
1281,07879,165.0,304.0
1282,07885,165.0,305.0
1283,07891,165.0,305.0
1284,07897,165.0,306.0
1285,07903,165.0,307.0
1286,07909,165.0,308.0
1287,07915,165.0,308.0
1288,07921,165.0,309.0
1289,07927,165.0,310.0
1290,07933,165.0,311.0
1291,07939,165.0,312.0
1292,07945,165.0,313.0
1293,07951,165.0,313.0
1294,07957,165.0,314.0
1295,07963,165.0,315.0
1296,07969,165.0,316.0
1297,07975,165.0,317.0
1298,07981,165.0,318.0
1299,07987,165.0,319.0
1300,07993,165.0,320.0
1301,07999,165.0,321.0
1302,08005,165.0,322.0
1303,08011,165.0,323.0
1304,08017,164.0,324.0
1305,08023,164.0,325.0
1306,08029,164.0,326.0
1307,08035,164.0,327.0
1308,08041,164.0,328.0
1309,08047,164.0,329.0
1310,08053,164.0,330.0
1311,08059,164.0,331.0
1312,08065,164.0,332.0
1313,08071,164.0,333.0
1314,08077,164.0,335.0
1315,08083,164.0,336.0
1316,08089,164.0,337.0
1317,08095,164.0,338.0
1318,08101,164.0,339.0
1319,08107,164.0,340.0
1320,08113,164.0,341.0
1321,08119,164.0,343.0
1322,08125,164.0,344.0
1323,08131,164.0,345.0
1324,08137,164.0,346.0
1325,08143,164.0,347.0
1326,08149,164.0,349.0
1327,08155,164.0,350.0
1328,08161,163.0,351.0
1329,08167,163.0,352.0
1330,08173,163.0,354.0
1331,08179,163.0,355.0
1332,08185,163.0,356.0
1333,08191,163.0,357.0
1334,08197,163.0,359.0
1335,08203,163.0,360.0
1336,08209,163.0,361.0
1337,08215,163.0,363.0
1338,08221,163.0,364.0
1339,08227,163.0,365.0
1340,08233,163.0,367.0
1341,08239,163.0,368.0
1342,08245,163.0,370.0
1343,08251,163.0,371.0
1344,08257,163.0,372.0
1345,08263,163.0,374.0
1346,08269,163.0,375.0
1347,08275,162.0,376.0
1348,08281,162.0,378.0
1349,08287,162.0,380.0
1350,08293,162.0,381.0
1351,08299,162.0,383.0
1352,08305,162.0,384.0
1353,08311,162.0,385.0
1354,08317,162.0,387.0
1355,08323,162.0,388.0
1356,08329,162.0,390.0
1357,08335,162.0,392.0
1358,08341,162.0,393.0
1359,08347,162.0,395.0
1360,08353,162.0,397.0
1361,08359,162.0,398.0
1362,08365,161.0,400.0
1363,08371,161.0,401.0
1364,08377,161.0,403.0
1365,08383,161.0,404.0
1366,08389,161.0,406.0
1367,08395,161.0,408.0
1368,08401,161.0,409.0
1369,08407,161.0,411.0
1370,08413,161.0,413.0
1371,08419,161.0,414.0
1372,08425,161.0,416.0
1373,08431,161.0,417.0
1374,08437,161.0,419.0
1375,08443,161.0,421.0
1376,08449,160.0,423.0
1377,08455,160.0,424.0
1378,08461,160.0,426.0
1379,08467,160.0,428.0
1380,08473,160.0,429.0
1381,08479,160.0,431.0
1382,08485,160.0,433.0
1383,08491,160.0,435.0
1384,08497,160.0,436.0
1385,08503,160.0,438.0
1386,08509,160.0,440.0
1387,08515,160.0,441.0
1388,08521,160.0,443.0
1389,08527,159.0,445.0
1390,08533,159.0,446.0
1391,08539,159.0,448.0
1392,08545,159.0,450.0
1393,08551,159.0,451.0
1394,08557,159.0,453.0
1395,08563,159.0,455.0
1396,08569,159.0,457.0
1397,08575,159.0,459.0
1398,08581,159.0,460.0
1399,08587,159.0,462.0
1400,08593,158.0,464.0
1401,08599,158.0,466.0
1402,08605,158.0,467.0
1403,08611,158.0,469.0
1404,08617,158.0,471.0
1405,08623,158.0,473.0
1406,08629,158.0,474.0
1407,08635,158.0,476.0
1408,08641,158.0,478.0
1409,08647,158.0,480.0
1410,08653,158.0,482.0
1411,08659,157.0,484.0
1412,08665,157.0,485.0
1413,08671,157.0,487.0
1414,08677,157.0,489.0
1415,08683,157.0,491.0
1416,08689,157.0,493.0
1417,08695,157.0,495.0
1418,08701,157.0,496.0
1419,08707,157.0,498.0
1420,08713,157.0,500.0
1421,08719,157.0,501.0
1422,08725,156.0,503.0
1423,08731,156.0,505.0
1424,08737,156.0,507.0
1425,08743,156.0,509.0
1426,08749,156.0,511.0
1427,08755,156.0,513.0
1428,08761,156.0,515.0
1429,08767,156.0,516.0
1430,08773,156.0,518.0
1431,08779,156.0,520.0
1432,08785,155.0,522.0
1433,08791,155.0,524.0
1434,08797,155.0,526.0
1435,08803,155.0,527.0
1436,08809,155.0,529.0
1437,08815,155.0,531.0
1438,08821,155.0,533.0
1439,08827,155.0,535.0
1440,08833,155.0,537.0
1441,08839,154.0,539.0
1442,08845,154.0,541.0
1443,08851,154.0,543.0
1444,08857,154.0,545.0
1445,08863,154.0,546.0
1446,08869,154.0,548.0
1447,08875,154.0,550.0
1448,08881,154.0,552.0
1449,08887,154.0,554.0
1450,08893,153.0,556.0
1451,08899,153.0,558.0
1452,08905,153.0,560.0
1453,08911,153.0,562.0
1454,08917,153.0,564.0
1455,08923,153.0,566.0
1456,08929,153.0,568.0
1457,08935,153.0,570.0
1458,08941,152.0,572.0
1459,08947,152.0,574.0
1460,08953,152.0,577.0
1461,08959,152.0,578.0
1462,08965,152.0,580.0
1463,08971,152.0,582.0
1464,08977,152.0,584.0
1465,08983,152.0,586.0
1466,08989,151.0,588.0
1467,08995,151.0,590.0
1468,09001,151.0,592.0
1469,09007,151.0,594.0
1470,09013,151.0,596.0
1471,09019,151.0,598.0
1472,09025,151.0,600.0
1473,09031,151.0,602.0
1474,09037,150.0,604.0
1475,09043,150.0,606.0
1476,09049,150.0,608.0
1477,09055,150.0,610.0
1478,09061,150.0,612.0
1479,09067,150.0,614.0
1480,09073,150.0,616.0
1481,09079,150.0,618.0
1482,09085,149.0,620.0
1483,09091,149.0,622.0
1484,09097,149.0,624.0
1485,09103,149.0,626.0
1486,09109,149.0,628.0
1487,09115,149.0,630.0
1488,09121,149.0,632.0
1489,09127,148.0,634.0
1490,09133,148.0,636.0
1491,09139,148.0,638.0
1492,09145,148.0,640.0
1493,09151,148.0,642.0
1494,09157,148.0,645.0
1495,09163,148.0,647.0
1496,09169,147.0,649.0
1497,09175,147.0,651.0
1498,09181,147.0,653.0
1499,09187,147.0,655.0
1500,09193,147.0,657.0
1501,09199,147.0,659.0
1502,09205,147.0,661.0
1503,09211,146.0,664.0
1504,09217,146.0,666.0
1505,09223,146.0,668.0
1506,09229,146.0,670.0
1507,09235,146.0,672.0
1508,09241,146.0,674.0
1509,09247,145.0,676.0
1510,09253,145.0,678.0
1511,09259,145.0,680.0
1512,09265,145.0,682.0
1513,09271,145.0,684.0
1514,09277,145.0,686.0
1515,09283,145.0,688.0
1516,09289,145.0,690.0
1517,09295,144.0,692.0
1518,09301,144.0,694.0
1519,09307,144.0,696.0
1520,09313,144.0,698.0
1521,09319,144.0,700.0
1522,09325,144.0,702.0
1523,09331,143.0,704.0
1524,09337,143.0,706.0
1525,09343,143.0,708.0
1526,09349,143.0,711.0
1527,09355,143.0,713.0
1528,09361,143.0,715.0
1529,09367,143.0,717.0
1530,09373,142.0,719.0
1531,09379,142.0,721.0
1532,09385,142.0,723.0
1533,09391,142.0,725.0
1534,09397,142.0,727.0
1535,09403,142.0,729.0
1536,09409,141.0,731.0
1537,09415,141.0,733.0
1538,09421,141.0,735.0
1539,09427,141.0,737.0
1540,09433,141.0,739.0
1541,09439,141.0,742.0
1542,09445,141.0,744.0
1543,09451,140.0,746.0
1544,09457,140.0,748.0
1545,09463,140.0,750.0
1546,09469,140.0,753.0
1547,09475,140.0,755.0
1548,09481,139.0,757.0
1549,09487,139.0,759.0
1550,09493,139.0,761.0
1551,09499,139.0,763.0
1552,09505,139.0,765.0
1553,09511,139.0,767.0
1554,09517,138.0,770.0
1555,09523,138.0,772.0
1556,09529,138.0,774.0
1557,09535,138.0,776.0
1558,09541,138.0,778.0
1559,09547,137.0,780.0
1560,09553,137.0,783.0
1561,09559,137.0,785.0
1562,09565,137.0,787.0
1563,09571,137.0,789.0
1564,09577,137.0,791.0
1565,09583,136.0,793.0
1566,09589,136.0,796.0
1567,09595,136.0,798.0
1568,09601,136.0,799.0
1569,09607,136.0,802.0
1570,09613,135.0,804.0
1571,09619,135.0,806.0
1572,09625,135.0,808.0
1573,09631,135.0,810.0
1574,09637,135.0,813.0
1575,09643,134.0,815.0
1576,09649,134.0,817.0
1577,09655,134.0,820.0
1578,09661,134.0,822.0
1579,09667,134.0,824.0
1580,09673,134.0,826.0
1581,09679,133.0,828.0
1582,09685,133.0,830.0
1583,09691,133.0,833.0
1584,09697,133.0,835.0
1585,09703,133.0,837.0
1586,09709,132.0,839.0
1587,09715,132.0,841.0
1588,09721,132.0,843.0
1589,09727,132.0,845.0
1590,09733,132.0,847.0
1591,09739,131.0,849.0
1592,09745,131.0,851.0
1593,09751,131.0,854.0
1594,09757,131.0,856.0
1595,09763,131.0,858.0
1596,09769,130.0,861.0
1597,09775,130.0,863.0
1598,09781,130.0,865.0
1599,09787,130.0,868.0
1600,09793,130.0,870.0
1601,09799,129.0,872.0
1602,09805,129.0,874.0
1603,09811,129.0,876.0
1604,09817,129.0,878.0
1605,09823,129.0,881.0
1606,09829,128.0,883.0
1607,09835,128.0,886.0
1608,09841,128.0,888.0
1609,09847,128.0,890.0
1610,09853,127.0,892.0
1611,09859,127.0,894.0
1612,09865,127.0,896.0
1613,09871,127.0,898.0
1614,09877,127.0,900.0
1615,09883,126.0,902.0
1616,09889,126.0,905.0
1617,09895,126.0,907.0
1618,09901,126.0,909.0
1619,09907,126.0,911.0
1620,09913,125.0,913.0
1621,09919,125.0,915.0
1622,09925,125.0,918.0
1623,09931,125.0,920.0
1624,09937,125.0,922.0
1625,09943,124.0,925.0
1626,09949,124.0,927.0
1627,09955,124.0,929.0
1628,09961,124.0,931.0
1629,09967,124.0,933.0
1630,09973,123.0,936.0
1631,09979,123.0,938.0
1632,09985,123.0,940.0
1633,09991,123.0,942.0
1634,09997,122.0,944.0
1635,10003,122.0,946.0
1636,10009,122.0,949.0
1637,10015,122.0,951.0
1638,10021,122.0,953.0
1639,10027,121.0,955.0
1640,10033,121.0,957.0
1641,10039,121.0,959.0
1642,10045,121.0,961.0
1643,10051,120.0,964.0
1644,10057,120.0,966.0
1645,10063,120.0,968.0
1646,10069,120.0,970.0
1647,10075,120.0,973.0
1648,10081,119.0,975.0
1649,10087,119.0,977.0
1650,10093,119.0,979.0
1651,10099,119.0,981.0
1652,10105,118.0,983.0
1653,10111,118.0,985.0
1654,10117,118.0,987.0
1655,10123,118.0,990.0
1656,10129,117.0,992.0
1657,10135,117.0,994.0
1658,10141,117.0,996.0
1659,10147,117.0,998.0
1660,10153,117.0,1000.0
1661,10159,116.0,1002.0
1662,10165,116.0,1004.0
1663,10171,116.0,1006.0
1664,10177,116.0,1009.0
1665,10183,115.0,1011.0
1666,10189,115.0,1013.0
1667,10195,115.0,1015.0
1668,10201,115.0,1017.0
1669,10207,115.0,1019.0
1670,10213,114.0,1021.0
1671,10219,114.0,1024.0
1672,10225,114.0,1026.0
1673,10231,114.0,1028.0
1674,10237,113.0,1031.0
1675,10243,113.0,1033.0
1676,10249,113.0,1035.0
1677,10255,113.0,1037.0
1678,10261,112.0,1039.0
1679,10267,112.0,1041.0
1680,10273,112.0,1043.0
1681,10279,112.0,1046.0
1682,10285,111.0,1048.0
1683,10291,111.0,1050.0
1684,10297,111.0,1053.0
1685,10303,111.0,1055.0
1686,10309,110.0,1057.0
1687,10315,110.0,1059.0
1688,10321,110.0,1061.0
1689,10327,110.0,1064.0
1690,10333,110.0,1066.0
1691,10339,109.0,1068.0
1692,10345,109.0,1071.0
1693,10351,109.0,1073.0
1694,10357,108.0,1075.0
1695,10363,108.0,1077.0
1696,10369,108.0,1079.0
1697,10375,108.0,1082.0
1698,10381,107.0,1084.0
1699,10387,107.0,1086.0
1700,10393,107.0,1089.0
1701,10399,107.0,1091.0
1702,10405,106.0,1093.0
1703,10411,106.0,1095.0
1704,10417,106.0,1097.0
1705,10423,106.0,1099.0
1706,10429,105.0,1102.0
1707,10435,105.0,1104.0
1708,10441,105.0,1106.0
1709,10447,105.0,1108.0
1710,10453,104.0,1110.0
1711,10459,104.0,1113.0
1712,10465,104.0,1115.0
1713,10471,104.0,1117.0
1714,10477,103.0,1119.0
1715,10483,103.0,1122.0
1716,10489,103.0,1124.0
1717,10495,103.0,1127.0
1718,10501,102.0,1129.0
1719,10507,102.0,1131.0
1720,10513,102.0,1133.0
1721,10519,101.0,1135.0
1722,10525,101.0,1137.0
1723,10531,101.0,1140.0
1724,10537,101.0,1141.0
1725,10543,100.0,1144.0
1726,10549,100.0,1146.0
1727,10555,100.0,1149.0
1728,10561,99.5,1151.0
1729,10567,99.3,1153.0
1730,10573,99.0,1155.0
1731,10579,98.7,1157.0
1732,10585,98.5,1159.0
1733,10591,98.3,1162.0
1734,10597,97.9,1164.0
1735,10603,97.6,1166.0
1736,10609,97.4,1168.0
1737,10615,97.2,1171.0
1738,10621,96.8,1173.0
1739,10627,96.5,1175.0
1740,10633,96.4,1178.0
1741,10639,96.1,1180.0
1742,10645,95.7,1182.0
1743,10651,95.5,1185.0
1744,10657,95.2,1186.0
1745,10663,94.8,1189.0
1746,10669,94.6,1191.0
1747,10675,94.4,1193.0
1748,10681,94.3,1195.0
1749,10687,93.9,1197.0
1750,10693,93.6,1199.0
1751,10699,93.4,1202.0
1752,10705,93.0,1204.0
1753,10711,92.7,1206.0
1754,10717,92.5,1208.0
1755,10723,92.3,1211.0
1756,10729,91.9,1213.0
1757,10735,91.6,1215.0
1758,10741,91.4,1217.0
1759,10747,91.2,1219.0
1760,10753,90.8,1222.0
1761,10759,90.5,1224.0
1762,10765,90.3,1226.0
1763,10771,89.9,1228.0
1764,10777,89.6,1231.0
1765,10783,89.4,1233.0
1766,10789,89.2,1235.0
1767,10795,88.8,1237.0
1768,10801,88.5,1239.0
1769,10807,88.4,1241.0
1770,10813,87.9,1244.0
1771,10819,87.6,1246.0
1772,10825,87.4,1248.0
1773,10831,87.1,1250.0
1774,10837,86.7,1253.0
1775,10843,86.5,1255.0
1776,10849,86.3,1257.0
1777,10855,85.9,1259.0
1778,10861,85.5,1262.0
1779,10867,85.4,1263.0
1780,10873,85.1,1265.0
1781,10879,84.7,1268.0
1782,10885,84.5,1270.0
1783,10891,84.0,1273.0
1784,10897,83.7,1275.0
1785,10903,83.5,1277.0
1786,10909,83.1,1280.0
1787,10915,82.7,1282.0
1788,10921,82.5,1284.0
1789,10927,82.3,1286.0
1790,10933,81.9,1289.0
1791,10939,81.6,1291.0
1792,10945,81.4,1293.0
1793,10951,81.1,1295.0
1794,10957,80.7,1297.0
1795,10963,80.5,1300.0
1796,10969,80.2,1302.0
1797,10975,79.8,1304.0
1798,10981,79.6,1306.0
1799,10987,79.3,1308.0
1800,10993,78.9,1311.0
1801,10999,78.6,1313.0
1802,11005,78.4,1315.0
1803,11011,78.0,1317.0
1804,11017,77.6,1320.0
1805,11023,77.4,1322.0
1806,11029,77.0,1324.0
1807,11035,76.7,1327.0
1808,11041,76.4,1329.0
1809,11047,76.3,1331.0
1810,11053,75.9,1333.0
1811,11059,75.6,1335.0
1812,11065,75.2,1337.0
1813,11071,74.8,1339.0
1814,11077,74.5,1342.0
1815,11083,74.3,1344.0
1816,11089,73.9,1346.0
1817,11095,73.6,1349.0
1818,11101,73.4,1351.0
1819,11107,73.0,1353.0
1820,11113,72.7,1355.0
1821,11119,72.4,1358.0
1822,11125,72.0,1360.0
1823,11131,71.7,1362.0
1824,11137,71.5,1364.0
1825,11143,71.0,1367.0
1826,11149,70.7,1369.0
1827,11155,70.5,1371.0
1828,11161,70.0,1374.0
1829,11167,69.7,1376.0
1830,11173,69.5,1378.0
1831,11179,69.0,1380.0
1832,11185,68.7,1382.0
1833,11191,68.5,1385.0
1834,11197,68.1,1387.0
1835,11203,67.8,1389.0
1836,11209,67.5,1391.0
1837,11215,67.1,1394.0
1838,11221,66.7,1396.0
1839,11227,66.5,1399.0
1840,11233,66.2,1401.0
1841,11239,65.8,1403.0
1842,11245,65.5,1405.0
1843,11251,65.1,1406.0
1844,11257,64.7,1407.0
1845,11263,64.3,1407.0
1846,11269,63.8,1406.0
1847,11275,63.5,1406.0
1848,11281,63.2,1405.0
1849,11287,62.8,1404.0
1850,11293,62.6,1404.0
1851,11299,62.1,1403.0
1852,11305,61.8,1402.0
1853,11311,61.5,1401.0
1854,11317,61.3,1400.0
1855,11323,60.8,1398.0
1856,11329,60.6,1397.0
1857,11335,60.3,1394.0
1858,11341,59.8,1389.0
1859,11347,59.6,1384.0
1860,11353,59.3,1378.0
1861,11359,58.8,1371.0
1862,11365,58.6,1365.0
1863,11371,58.4,1359.0
1864,11377,57.9,1350.0
1865,11383,57.6,1342.0
1866,11389,57.4,1335.0
1867,11395,57.0,1328.0
1868,11401,56.7,1321.0
1869,11407,56.4,1314.0
1870,11413,56.0,1307.0
1871,11419,55.7,1300.0
1872,11425,55.5,1293.0
1873,11431,55.2,1285.0
1874,11437,54.8,1278.0
1875,11443,54.5,1271.0
1876,11449,54.3,1262.0
1877,11455,53.9,1256.0
1878,11461,53.6,1249.0
1879,11467,53.4,1241.0
1880,11473,53.0,1234.0
1881,11479,52.6,1226.0
1882,11485,52.4,1218.0
1883,11491,52.1,1210.0
1884,11497,51.8,1203.0
1885,11503,51.5,1197.0
1886,11509,51.4,1190.0
1887,11515,51.1,1182.0
1888,11521,50.7,1174.0
1889,11527,50.5,1166.0
1890,11533,50.3,1158.0
1891,11539,49.9,1151.0
1892,11545,49.6,1143.0
1893,11551,49.4,1136.0
1894,11557,49.2,1128.0
1895,11563,48.9,1121.0
1896,11569,48.6,1114.0
1897,11575,48.4,1107.0
1898,11581,48.2,1099.0
1899,11587,47.8,1090.0
1900,11593,47.5,1082.0
1901,11599,47.4,1075.0
1902,11605,47.2,1069.0
1903,11611,46.9,1061.0
1904,11617,46.6,1053.0
1905,11623,46.4,1043.0
1906,11629,46.2,1034.0
1907,11635,45.8,1025.0
1908,11641,45.5,1016.0
1909,11647,45.4,1009.0
1910,11653,45.3,1001.0
1911,11659,44.9,992.0
1912,11665,44.6,984.0
1913,11671,44.4,976.0
1914,11677,44.3,967.0
1915,11683,44.1,959.0
1916,11689,43.7,950.0
1917,11695,43.5,941.0
1918,11701,43.3,933.0
1919,11707,43.2,925.0
1920,11713,43.2,916.0
1921,11719,43.0,911.0
1922,11725,42.7,902.0
1923,11731,42.5,894.0
1924,11737,42.3,885.0
1925,11743,42.0,874.0
1926,11749,41.6,865.0
1927,11755,41.4,856.0
1928,11761,41.3,848.0
1929,11767,41.2,839.0
1930,11773,40.9,830.0
1931,11779,40.6,821.0
1932,11785,40.4,813.0
1933,11791,40.3,802.0
1934,11797,40.2,790.0
1935,11803,39.9,781.0
1936,11809,39.6,772.0
1937,11815,39.4,764.0
1938,11821,39.3,757.0
1939,11827,39.2,752.0
1940,11833,39.1,748.0
1941,11839,38.9,744.0
1942,11845,38.6,740.0
1943,11851,38.4,737.0
1944,11857,38.3,736.0
1945,11863,38.2,735.0
1946,11869,38.1,736.0
1947,11875,37.9,736.0
1948,11881,37.6,738.0
1949,11887,37.4,739.0
1950,11893,37.3,741.0
1951,11899,37.2,743.0
1952,11905,37.0,745.0
1953,11911,36.7,747.0
1954,11917,36.5,749.0
1955,11923,36.3,751.0
1956,11929,36.2,753.0
1957,11935,36.1,755.0
1958,11941,36.0,757.0
1959,11947,35.7,759.0
1960,11953,35.4,761.0
1961,11959,35.3,764.0
1962,11965,35.2,765.0
1963,11971,35.0,767.0
1964,11977,34.7,769.0
1965,11983,34.5,771.0
1966,11989,34.3,773.0
1967,11995,34.2,775.0
1968,12001,34.1,777.0
1969,12007,33.9,779.0
1970,12013,33.6,781.0
1971,12019,33.4,783.0
1972,12025,33.3,784.0
1973,12031,33.2,786.0
1974,12037,33.1,788.0
1975,12043,32.8,790.0
1976,12049,32.5,792.0
1977,12055,32.3,794.0
1978,12061,32.2,796.0
1979,12067,32.1,797.0
1980,12073,31.7,799.0
1981,12079,31.5,801.0
1982,12085,31.3,802.0
1983,12091,31.2,804.0
1984,12097,31.2,805.0
1985,12103,30.9,807.0
1986,12109,30.6,808.0
1987,12115,30.4,810.0
1988,12121,30.3,811.0
1989,12127,30.2,813.0
1990,12133,29.9,814.0
1991,12139,29.6,816.0
1992,12145,29.4,817.0
1993,12151,29.3,819.0
1994,12157,29.2,820.0
1995,12163,29.0,821.0
1996,12169,28.7,823.0
1997,12175,28.5,824.0
1998,12181,28.3,825.0
1999,12187,28.2,826.0
2000,12193,28.2,827.0
2001,12199,27.9,828.0
2002,12205,27.6,829.0
2003,12211,27.4,831.0
2004,12217,27.3,832.0
2005,12223,27.1,833.0
2006,12229,26.8,834.0
2007,12235,26.5,835.0
2008,12241,26.3,835.0
2009,12247,26.2,836.0
2010,12253,26.1,837.0
2011,12259,25.7,837.0
2012,12265,25.5,838.0
2013,12271,25.3,838.0
2014,12277,25.2,839.0
2015,12283,25.0,839.0
2016,12289,24.7,839.0
2017,12295,24.5,840.0
2018,12301,24.3,840.0
2019,12307,24.2,840.0
2020,12313,24.0,840.0
2021,12319,23.7,840.0
2022,12325,23.4,840.0
2023,12331,23.3,840.0
